cd_curso,semestre,courseid,Users per course,Start Date,End Date,Course duration days,cuttoff_point
5582,S1,300032.0,3,2020-09-07,2021-01-15,131.0,2020-08-31
5582,S2,300004.0,15,2021-02-08,2021-06-18,131.0,2021-02-01
5582,S2,300027.0,1,2021-02-08,2021-06-18,131.0,2021-02-01
5582,S2,300029.0,5,2021-02-08,2021-06-18,131.0,2021-02-01
5582,S2,300033.0,4,2021-02-08,2021-06-18,131.0,2021-02-01
6280,S1,200004.0,5,2020-09-07,2021-01-15,131.0,2020-08-31
6280,S1,200009.0,5,2020-09-07,2021-01-15,131.0,2020-08-31
6280,S1,200015.0,5,2020-09-07,2021-01-15,131.0,2020-08-31
6280,S1,200016.0,5,2020-09-07,2021-01-15,131.0,2020-08-31
6280,S1,200050.0,3,2020-09-07,2021-01-15,131.0,2020-08-31
6280,S1,200054.0,3,2020-09-07,2021-01-15,131.0,2020-08-31
6280,S1,200055.0,2,2020-09-07,2021-01-15,131.0,2020-08-31
6280,S1,200060.0,2,2020-09-07,2021-01-15,131.0,2020-08-31
6280,S1,200115.0,3,2020-09-07,2021-01-15,131.0,2020-08-31
6280,S1,200219.0,5,2020-09-07,2021-01-15,131.0,2020-08-31
6280,S1,200220.0,5,2020-09-07,2021-01-15,131.0,2020-08-31
6280,S1,200221.0,2,2020-09-07,2021-01-15,131.0,2020-08-31
6280,S2,200024.0,4,2021-02-08,2021-06-18,131.0,2021-02-01
6280,S2,200036.0,5,2021-02-08,2021-06-18,131.0,2021-02-01
6280,S2,200094.0,7,2021-02-08,2021-06-18,131.0,2021-02-01
6280,S2,200124.0,5,2021-02-08,2021-06-18,131.0,2021-02-01
6280,S2,200140.0,8,2021-02-08,2021-06-18,131.0,2021-02-01
6280,S2,200143.0,7,2021-02-08,2021-06-18,131.0,2021-02-01
6281,S1,200004.0,23,2020-09-07,2021-01-15,131.0,2020-08-31
6281,S1,200009.0,20,2020-09-07,2021-01-15,131.0,2020-08-31
6281,S1,200015.0,25,2020-09-07,2021-01-15,131.0,2020-08-31
6281,S1,200016.0,18,2020-09-07,2021-01-15,131.0,2020-08-31
6281,S1,200050.0,17,2020-09-07,2021-01-15,131.0,2020-08-31
6281,S1,200054.0,2,2020-09-07,2021-01-15,131.0,2020-08-31
6281,S1,200055.0,4,2020-09-07,2021-01-15,131.0,2020-08-31
6281,S1,200060.0,1,2020-09-07,2021-01-15,131.0,2020-08-31
6281,S1,200115.0,1,2020-09-07,2021-01-15,131.0,2020-08-31
6281,S1,200219.0,3,2020-09-07,2021-01-15,131.0,2020-08-31
6281,S1,200220.0,3,2020-09-07,2021-01-15,131.0,2020-08-31
6281,S1,200221.0,3,2020-09-07,2021-01-15,131.0,2020-08-31
6281,S2,200024.0,9,2021-02-08,2021-06-18,131.0,2021-02-01
6281,S2,200036.0,18,2021-02-08,2021-06-18,131.0,2021-02-01
6281,S2,200094.0,15,2021-02-08,2021-06-18,131.0,2021-02-01
6281,S2,200124.0,9,2021-02-08,2021-06-18,131.0,2021-02-01
6281,S2,200140.0,29,2021-02-08,2021-06-18,131.0,2021-02-01
6281,S2,200143.0,12,2021-02-08,2021-06-18,131.0,2021-02-01
7182,S1,200060.0,18,2020-09-07,2021-01-15,131.0,2020-08-31
7182,S1,200103.0,8,2020-09-07,2021-01-15,131.0,2020-08-31
7182,S1,200115.0,17,2020-09-07,2021-01-15,131.0,2020-08-31
7182,S1,200219.0,21,2020-09-07,2021-01-15,131.0,2020-08-31
7182,S1,200220.0,17,2020-09-07,2021-01-15,131.0,2020-08-31
7182,S1,200221.0,16,2020-09-07,2021-01-15,131.0,2020-08-31
7182,S1,200222.0,21,2020-09-07,2021-01-15,131.0,2020-08-31
7512,S1,200175.0,171,2020-09-07,2021-01-15,131.0,2020-08-31
7512,S1,200178.0,161,2020-09-07,2021-01-15,131.0,2020-08-31
7512,S1,200179.0,163,2020-09-07,2021-01-15,131.0,2020-08-31
7512,S2,200011.0,80,2021-02-08,2021-06-18,131.0,2021-02-01
7512,S2,200014.0,1,2021-02-08,2021-06-18,131.0,2021-02-01
7512,S2,200142.0,78,2021-02-08,2021-06-18,131.0,2021-02-01
7512,S2,200167.0,94,2021-02-08,2021-06-18,131.0,2021-02-01
7512,S2,200208.0,89,2021-02-08,2021-06-18,131.0,2021-02-01
7512,T1,200211.0,172,2020-09-07,2020-10-30,54.0,2020-08-31
7512,T2,200174.0,159,2020-11-02,2021-01-22,82.0,2020-10-26
7512,T3,200176.0,160,2021-02-08,2021-04-09,61.0,2021-02-01
7512,T3,200180.0,85,2021-02-08,2021-04-09,61.0,2021-02-01
7512,T3,200194.0,83,2021-02-08,2021-04-09,61.0,2021-02-01
7512,T4,200014.0,84,2021-04-12,2021-06-11,61.0,2021-04-05
7512,T4,200181.0,78,2021-04-12,2021-06-11,61.0,2021-04-05
7512,T4,200207.0,161,2021-04-12,2021-06-11,61.0,2021-04-05
8183,S1,100003.0,16,2020-09-07,2021-01-15,131.0,2020-08-31
8183,S1,100017.0,12,2020-09-07,2021-01-15,131.0,2020-08-31
8183,S1,100023.0,6,2020-09-07,2021-01-15,131.0,2020-08-31
8183,S1,100029.0,2,2020-09-07,2021-01-15,131.0,2020-08-31
8183,S1,100031.0,9,2020-09-07,2021-01-15,131.0,2020-08-31
8183,S1,100059.0,11,2020-09-07,2021-01-15,131.0,2020-08-31
8183,S1,100070.0,3,2020-09-07,2021-01-15,131.0,2020-08-31
8183,S1,100071.0,1,2020-09-07,2021-01-15,131.0,2020-08-31
8183,S1,100091.0,2,2020-09-07,2021-01-15,131.0,2020-08-31
8183,S1,100094.0,6,2020-09-07,2021-01-15,131.0,2020-08-31
8183,S1,100101.0,9,2020-09-07,2021-01-15,131.0,2020-08-31
8183,S1,100147.0,11,2020-09-07,2021-01-15,131.0,2020-08-31
8183,S2,100006.0,5,2021-02-08,2021-06-18,131.0,2021-02-01
8183,S2,100051.0,6,2021-02-08,2021-06-18,131.0,2021-02-01
8183,S2,100063.0,4,2021-02-08,2021-06-18,131.0,2021-02-01
8183,S2,100064.0,5,2021-02-08,2021-06-18,131.0,2021-02-01
8183,S2,100075.0,7,2021-02-08,2021-06-18,131.0,2021-02-01
8183,S2,100080.0,5,2021-02-08,2021-06-18,131.0,2021-02-01
8183,S2,100086.0,4,2021-02-08,2021-06-18,131.0,2021-02-01
8183,S2,100089.0,1,2021-02-08,2021-06-18,131.0,2021-02-01
8183,S2,100092.0,3,2021-02-08,2021-06-18,131.0,2021-02-01
8183,S2,100096.0,6,2021-02-08,2021-06-18,131.0,2021-02-01
8183,S2,100097.0,3,2021-02-08,2021-06-18,131.0,2021-02-01
8183,S2,100103.0,8,2021-02-08,2021-06-18,131.0,2021-02-01
8183,S2,100105.0,8,2021-02-08,2021-06-18,131.0,2021-02-01
8183,S2,100137.0,2,2021-02-08,2021-06-18,131.0,2021-02-01
8183,S2,200142.0,2,2021-02-08,2021-06-18,131.0,2021-02-01
8183,S2,200167.0,1,2021-02-08,2021-06-18,131.0,2021-02-01
8183,T3,200180.0,3,2021-02-08,2021-04-09,61.0,2021-02-01
8259,S1,100001.0,62,2020-09-07,2021-01-15,131.0,2020-08-31
8259,S1,100003.0,2,2020-09-07,2021-01-15,131.0,2020-08-31
8259,S1,100008.0,66,2020-09-07,2021-01-15,131.0,2020-08-31
8259,S1,100010.0,15,2020-09-07,2021-01-15,131.0,2020-08-31
8259,S1,100012.0,69,2020-09-07,2021-01-15,131.0,2020-08-31
8259,S1,100017.0,38,2020-09-07,2021-01-15,131.0,2020-08-31
8259,S1,100023.0,56,2020-09-07,2021-01-15,131.0,2020-08-31
8259,S1,100025.0,62,2020-09-07,2021-01-15,131.0,2020-08-31
8259,S1,100029.0,42,2020-09-07,2021-01-15,131.0,2020-08-31
8259,S1,100040.0,34,2020-09-07,2021-01-15,131.0,2020-08-31
8259,S1,100055.0,49,2020-09-07,2021-01-15,131.0,2020-08-31
8259,S1,100068.0,52,2020-09-07,2021-01-15,131.0,2020-08-31
8259,S1,100070.0,34,2020-09-07,2021-01-15,131.0,2020-08-31
8259,S1,100071.0,45,2020-09-07,2021-01-15,131.0,2020-08-31
8259,S1,100088.0,35,2020-09-07,2021-01-15,131.0,2020-08-31
8259,S1,100091.0,39,2020-09-07,2021-01-15,131.0,2020-08-31
8259,S1,100094.0,60,2020-09-07,2021-01-15,131.0,2020-08-31
8259,S1,100101.0,45,2020-09-07,2021-01-15,131.0,2020-08-31
8259,S1,100147.0,37,2020-09-07,2021-01-15,131.0,2020-08-31
8259,S2,100006.0,39,2021-02-08,2021-06-18,131.0,2021-02-01
8259,S2,100008.0,20,2021-02-08,2021-06-18,131.0,2021-02-01
8259,S2,100010.0,48,2021-02-08,2021-06-18,131.0,2021-02-01
8259,S2,100027.0,63,2021-02-08,2021-06-18,131.0,2021-02-01
8259,S2,100035.0,51,2021-02-08,2021-06-18,131.0,2021-02-01
8259,S2,100046.0,3,2021-02-08,2021-06-18,131.0,2021-02-01
8259,S2,100048.0,11,2021-02-08,2021-06-18,131.0,2021-02-01
8259,S2,100051.0,5,2021-02-08,2021-06-18,131.0,2021-02-01
8259,S2,100053.0,48,2021-02-08,2021-06-18,131.0,2021-02-01
8259,S2,100057.0,5,2021-02-08,2021-06-18,131.0,2021-02-01
8259,S2,100063.0,41,2021-02-08,2021-06-18,131.0,2021-02-01
8259,S2,100064.0,2,2021-02-08,2021-06-18,131.0,2021-02-01
8259,S2,100075.0,40,2021-02-08,2021-06-18,131.0,2021-02-01
8259,S2,100089.0,43,2021-02-08,2021-06-18,131.0,2021-02-01
8259,S2,100092.0,23,2021-02-08,2021-06-18,131.0,2021-02-01
8259,S2,100096.0,14,2021-02-08,2021-06-18,131.0,2021-02-01
8259,S2,100097.0,7,2021-02-08,2021-06-18,131.0,2021-02-01
8259,S2,100102.0,51,2021-02-08,2021-06-18,131.0,2021-02-01
8259,S2,100103.0,16,2021-02-08,2021-06-18,131.0,2021-02-01
8259,S2,100105.0,52,2021-02-08,2021-06-18,131.0,2021-02-01
8259,S2,100134.0,10,2021-02-08,2021-06-18,131.0,2021-02-01
8259,S2,100136.0,19,2021-02-08,2021-06-18,131.0,2021-02-01
8259,S2,100137.0,39,2021-02-08,2021-06-18,131.0,2021-02-01
8259,S2,100144.0,3,2021-02-08,2021-06-18,131.0,2021-02-01
8259,S2,100148.0,5,2021-02-08,2021-06-18,131.0,2021-02-01
8259,S2,100149.0,7,2021-02-08,2021-06-18,131.0,2021-02-01
859,S1,200223.0,33,2020-09-07,2021-01-15,131.0,2020-08-31
859,S1,200224.0,32,2020-09-07,2021-01-15,131.0,2020-08-31
859,S1,200225.0,32,2020-09-07,2021-01-15,131.0,2020-08-31
859,S1,200226.0,33,2020-09-07,2021-01-15,131.0,2020-08-31
859,S1,200227.0,33,2020-09-07,2021-01-15,131.0,2020-08-31
859,S1,200231.0,32,2020-09-07,2021-01-15,131.0,2020-08-31
859,S1,200249.0,22,2020-09-07,2021-01-15,131.0,2020-08-31
859,S2,200101.0,33,2021-02-08,2021-06-18,131.0,2021-02-01
859,S2,200228.0,31,2021-02-08,2021-06-18,131.0,2021-02-01
859,S2,200229.0,32,2021-02-08,2021-06-18,131.0,2021-02-01
859,S2,200230.0,31,2021-02-08,2021-06-18,131.0,2021-02-01
859,S2,200252.0,2,2021-02-08,2021-06-18,131.0,2021-02-01
859,S2,200262.0,23,2021-02-08,2021-06-18,131.0,2021-02-01
9155,S1,100001.0,91,2020-09-07,2021-01-15,131.0,2020-08-31
9155,S1,100003.0,69,2020-09-07,2021-01-15,131.0,2020-08-31
9155,S1,100008.0,88,2020-09-07,2021-01-15,131.0,2020-08-31
9155,S1,100010.0,12,2020-09-07,2021-01-15,131.0,2020-08-31
9155,S1,100013.0,93,2020-09-07,2021-01-15,131.0,2020-08-31
9155,S1,100017.0,65,2020-09-07,2021-01-15,131.0,2020-08-31
9155,S1,100023.0,1,2020-09-07,2021-01-15,131.0,2020-08-31
9155,S1,100025.0,89,2020-09-07,2021-01-15,131.0,2020-08-31
9155,S1,100031.0,64,2020-09-07,2021-01-15,131.0,2020-08-31
9155,S1,100040.0,58,2020-09-07,2021-01-15,131.0,2020-08-31
9155,S1,100050.0,77,2020-09-07,2021-01-15,131.0,2020-08-31
9155,S1,100055.0,68,2020-09-07,2021-01-15,131.0,2020-08-31
9155,S1,100059.0,63,2020-09-07,2021-01-15,131.0,2020-08-31
9155,S1,100068.0,81,2020-09-07,2021-01-15,131.0,2020-08-31
9155,S1,100070.0,11,2020-09-07,2021-01-15,131.0,2020-08-31
9155,S1,100088.0,1,2020-09-07,2021-01-15,131.0,2020-08-31
9155,S1,100091.0,1,2020-09-07,2021-01-15,131.0,2020-08-31
9155,S1,100094.0,91,2020-09-07,2021-01-15,131.0,2020-08-31
9155,S1,100101.0,10,2020-09-07,2021-01-15,131.0,2020-08-31
9155,S1,100145.0,79,2020-09-07,2021-01-15,131.0,2020-08-31
9155,S1,100146.0,63,2020-09-07,2021-01-15,131.0,2020-08-31
9155,S1,100147.0,66,2020-09-07,2021-01-15,131.0,2020-08-31
9155,S2,100006.0,1,2021-02-08,2021-06-18,131.0,2021-02-01
9155,S2,100008.0,23,2021-02-08,2021-06-18,131.0,2021-02-01
9155,S2,100010.0,69,2021-02-08,2021-06-18,131.0,2021-02-01
9155,S2,100014.0,69,2021-02-08,2021-06-18,131.0,2021-02-01
9155,S2,100024.0,94,2021-02-08,2021-06-18,131.0,2021-02-01
9155,S2,100035.0,83,2021-02-08,2021-06-18,131.0,2021-02-01
9155,S2,100046.0,13,2021-02-08,2021-06-18,131.0,2021-02-01
9155,S2,100048.0,23,2021-02-08,2021-06-18,131.0,2021-02-01
9155,S2,100049.0,69,2021-02-08,2021-06-18,131.0,2021-02-01
9155,S2,100051.0,8,2021-02-08,2021-06-18,131.0,2021-02-01
9155,S2,100053.0,73,2021-02-08,2021-06-18,131.0,2021-02-01
9155,S2,100057.0,68,2021-02-08,2021-06-18,131.0,2021-02-01
9155,S2,100064.0,8,2021-02-08,2021-06-18,131.0,2021-02-01
9155,S2,100073.0,83,2021-02-08,2021-06-18,131.0,2021-02-01
9155,S2,100075.0,1,2021-02-08,2021-06-18,131.0,2021-02-01
9155,S2,100080.0,87,2021-02-08,2021-06-18,131.0,2021-02-01
9155,S2,100086.0,7,2021-02-08,2021-06-18,131.0,2021-02-01
9155,S2,100092.0,67,2021-02-08,2021-06-18,131.0,2021-02-01
9155,S2,100096.0,67,2021-02-08,2021-06-18,131.0,2021-02-01
9155,S2,100098.0,76,2021-02-08,2021-06-18,131.0,2021-02-01
9155,S2,100103.0,35,2021-02-08,2021-06-18,131.0,2021-02-01
9155,S2,100105.0,24,2021-02-08,2021-06-18,131.0,2021-02-01
9155,S2,100134.0,19,2021-02-08,2021-06-18,131.0,2021-02-01
9155,S2,100135.0,18,2021-02-08,2021-06-18,131.0,2021-02-01
9155,S2,100136.0,11,2021-02-08,2021-06-18,131.0,2021-02-01
9155,S2,100137.0,4,2021-02-08,2021-06-18,131.0,2021-02-01
9155,S2,100148.0,3,2021-02-08,2021-06-18,131.0,2021-02-01
9155,S2,100149.0,21,2021-02-08,2021-06-18,131.0,2021-02-01
9434,S1,200012.0,178,2020-09-07,2021-01-15,131.0,2020-08-31
9434,S1,200032.0,22,2020-09-07,2021-01-15,131.0,2020-08-31
9434,S1,200071.0,161,2020-09-07,2021-01-15,131.0,2020-08-31
9434,S1,200101.0,3,2020-09-07,2021-01-15,131.0,2020-08-31
9434,S1,200160.0,10,2020-09-07,2021-01-15,131.0,2020-08-31
9434,S1,200165.0,164,2020-09-07,2021-01-15,131.0,2020-08-31
9434,S1,200185.0,9,2020-09-07,2021-01-15,131.0,2020-08-31
9434,S1,200186.0,4,2020-09-07,2021-01-15,131.0,2020-08-31
9434,S1,200187.0,121,2020-09-07,2021-01-15,131.0,2020-08-31
9434,S1,200189.0,6,2020-09-07,2021-01-15,131.0,2020-08-31
9434,S1,200196.0,113,2020-09-07,2021-01-15,131.0,2020-08-31
9434,S1,200201.0,35,2020-09-07,2021-01-15,131.0,2020-08-31
9434,S1,400021.0,19,2020-09-07,2021-01-15,131.0,2020-08-31
9434,S1,400082.0,98,2020-09-07,2021-01-15,131.0,2020-08-31
9434,S2,200013.0,150,2021-02-08,2021-06-18,131.0,2021-02-01
9434,S2,200014.0,84,2021-02-08,2021-06-18,131.0,2021-02-01
9434,S2,200049.0,86,2021-02-08,2021-06-18,131.0,2021-02-01
9434,S2,200135.0,5,2021-02-08,2021-06-18,131.0,2021-02-01
9434,S2,200146.0,17,2021-02-08,2021-06-18,131.0,2021-02-01
9434,S2,200162.0,26,2021-02-08,2021-06-18,131.0,2021-02-01
9434,S2,200166.0,144,2021-02-08,2021-06-18,131.0,2021-02-01
9434,S2,200167.0,154,2021-02-08,2021-06-18,131.0,2021-02-01
9434,S2,200170.0,105,2021-02-08,2021-06-18,131.0,2021-02-01
9434,S2,200188.0,94,2021-02-08,2021-06-18,131.0,2021-02-01
9434,S2,200190.0,1,2021-02-08,2021-06-18,131.0,2021-02-01
9434,S2,400019.0,4,2021-02-08,2021-06-18,131.0,2021-02-01
9434,S2,400023.0,41,2021-02-08,2021-06-18,131.0,2021-02-01
9434,S2,400081.0,14,2021-02-08,2021-06-18,131.0,2021-02-01
9434,T1,200073.0,111,2020-09-07,2020-10-30,54.0,2020-08-31
9434,T1,200088.0,15,2020-09-07,2020-10-30,54.0,2020-08-31
9434,T1,200192.0,114,2020-09-07,2020-10-30,54.0,2020-08-31
9434,T1,200193.0,119,2020-09-07,2020-10-30,54.0,2020-08-31
9434,T1,200204.0,26,2020-09-07,2020-10-30,54.0,2020-08-31
9434,T2,200070.0,95,2020-11-02,2021-01-22,82.0,2020-10-26
9434,T2,200191.0,5,2020-11-02,2021-01-22,82.0,2020-10-26
9434,T2,200195.0,94,2020-11-02,2021-01-22,82.0,2020-10-26
9434,T2,200197.0,125,2020-11-02,2021-01-22,82.0,2020-10-26
9434,T2,400020.0,97,2020-11-02,2021-01-22,82.0,2020-10-26
9434,T3,200068.0,89,2021-02-08,2021-04-09,61.0,2021-02-01
9434,T3,200198.0,1,2021-02-08,2021-04-09,61.0,2021-02-01
9434,T3,200210.0,81,2021-02-08,2021-04-09,61.0,2021-02-01
9434,T4,200194.0,102,2021-04-12,2021-06-11,61.0,2021-04-05
9434,T4,200200.0,32,2021-04-12,2021-06-11,61.0,2021-04-05
9434,T4,200217.0,26,2021-04-12,2021-06-11,61.0,2021-04-05
9435,S1,200187.0,35,2020-09-07,2021-01-15,131.0,2020-08-31
9435,S1,200189.0,1,2020-09-07,2021-01-15,131.0,2020-08-31
9435,S1,200196.0,23,2020-09-07,2021-01-15,131.0,2020-08-31
9435,S1,200201.0,11,2020-09-07,2021-01-15,131.0,2020-08-31
9435,S1,400082.0,17,2020-09-07,2021-01-15,131.0,2020-08-31
9435,S2,200049.0,9,2021-02-08,2021-06-18,131.0,2021-02-01
9435,S2,200170.0,7,2021-02-08,2021-06-18,131.0,2021-02-01
9435,S2,200188.0,36,2021-02-08,2021-06-18,131.0,2021-02-01
9435,S2,200202.0,10,2021-02-08,2021-06-18,131.0,2021-02-01
9435,S2,200203.0,10,2021-02-08,2021-06-18,131.0,2021-02-01
9435,S2,400081.0,17,2021-02-08,2021-06-18,131.0,2021-02-01
9435,T1,200204.0,11,2020-09-07,2020-10-30,54.0,2020-08-31
9435,T2,200197.0,6,2020-11-02,2021-01-22,82.0,2020-10-26
9435,T4,200194.0,1,2021-04-12,2021-06-11,61.0,2021-04-05
9435,T4,200200.0,17,2021-04-12,2021-06-11,61.0,2021-04-05
