cd_curso,semestre,courseid,Users per course,Start Date,End Date,Course duration days,cuttoff_point
4952,S2,200069.0,10,2021-02-08,2021-06-18,131.0,2021-02-01
4952,S2,200097.0,11,2021-02-08,2021-06-18,131.0,2021-02-01
4952,S2,200146.0,2,2021-02-08,2021-06-18,131.0,2021-02-01
4952,S2,200161.0,11,2021-02-08,2021-06-18,131.0,2021-02-01
4952,S2,200162.0,1,2021-02-08,2021-06-18,131.0,2021-02-01
4952,S2,200170.0,1,2021-02-08,2021-06-18,131.0,2021-02-01
4952,S2,200190.0,1,2021-02-08,2021-06-18,131.0,2021-02-01
4952,S2,400023.0,6,2021-02-08,2021-06-18,131.0,2021-02-01
4952,T1,200192.0,1,2020-09-07,2020-10-30,54.0,2020-08-31
4952,T1,200193.0,1,2020-09-07,2020-10-30,54.0,2020-08-31
4953,S1,200187.0,1,2020-09-07,2021-01-15,131.0,2020-08-31
4953,S1,200189.0,1,2020-09-07,2021-01-15,131.0,2020-08-31
4953,S2,200049.0,1,2021-02-08,2021-06-18,131.0,2021-02-01
4953,S2,200188.0,1,2021-02-08,2021-06-18,131.0,2021-02-01
4953,T1,200193.0,1,2020-09-07,2020-10-30,54.0,2020-08-31
4953,T2,200197.0,1,2020-11-02,2021-01-22,82.0,2020-10-26
4953,T4,200194.0,1,2021-04-12,2021-06-11,61.0,2021-04-05
4954,S1,200012.0,6,2020-09-07,2021-01-15,131.0,2020-08-31
4954,S1,200032.0,2,2020-09-07,2021-01-15,131.0,2020-08-31
4954,S1,200165.0,2,2020-09-07,2021-01-15,131.0,2020-08-31
4954,S1,200187.0,2,2020-09-07,2021-01-15,131.0,2020-08-31
4954,S1,400021.0,5,2020-09-07,2021-01-15,131.0,2020-08-31
4954,S1,400082.0,1,2020-09-07,2021-01-15,131.0,2020-08-31
4954,S2,200013.0,4,2021-02-08,2021-06-18,131.0,2021-02-01
4954,S2,200014.0,18,2021-02-08,2021-06-18,131.0,2021-02-01
4954,S2,200135.0,2,2021-02-08,2021-06-18,131.0,2021-02-01
4954,S2,200146.0,3,2021-02-08,2021-06-18,131.0,2021-02-01
4954,S2,200162.0,2,2021-02-08,2021-06-18,131.0,2021-02-01
4954,S2,200167.0,5,2021-02-08,2021-06-18,131.0,2021-02-01
4954,S2,400019.0,2,2021-02-08,2021-06-18,131.0,2021-02-01
4954,S2,400023.0,7,2021-02-08,2021-06-18,131.0,2021-02-01
4954,S2,400081.0,1,2021-02-08,2021-06-18,131.0,2021-02-01
4954,T1,200073.0,18,2020-09-07,2020-10-30,54.0,2020-08-31
4954,T1,200088.0,1,2020-09-07,2020-10-30,54.0,2020-08-31
4954,T1,200192.0,16,2020-09-07,2020-10-30,54.0,2020-08-31
4954,T1,200193.0,16,2020-09-07,2020-10-30,54.0,2020-08-31
4954,T1,200204.0,2,2020-09-07,2020-10-30,54.0,2020-08-31
4954,T2,200070.0,16,2020-11-02,2021-01-22,82.0,2020-10-26
4954,T2,200195.0,18,2020-11-02,2021-01-22,82.0,2020-10-26
4954,T2,200197.0,1,2020-11-02,2021-01-22,82.0,2020-10-26
4954,T2,400020.0,17,2020-11-02,2021-01-22,82.0,2020-10-26
4954,T3,200068.0,17,2021-02-08,2021-04-09,61.0,2021-02-01
4954,T3,200210.0,18,2021-02-08,2021-04-09,61.0,2021-02-01
4954,T4,200194.0,18,2021-04-12,2021-06-11,61.0,2021-04-05
4954,T4,200200.0,2,2021-04-12,2021-06-11,61.0,2021-04-05
4954,T4,200217.0,10,2021-04-12,2021-06-11,61.0,2021-04-05
4955,S1,200012.0,28,2020-09-07,2021-01-15,131.0,2020-08-31
4955,S1,200032.0,6,2020-09-07,2021-01-15,131.0,2020-08-31
4955,S1,200071.0,28,2020-09-07,2021-01-15,131.0,2020-08-31
4955,S1,200165.0,28,2020-09-07,2021-01-15,131.0,2020-08-31
4955,S1,200187.0,6,2020-09-07,2021-01-15,131.0,2020-08-31
4955,S1,200196.0,4,2020-09-07,2021-01-15,131.0,2020-08-31
4955,S1,200201.0,2,2020-09-07,2021-01-15,131.0,2020-08-31
