course,userid,final_fail,final_gifted
1051.0,52626.0,0,0
1051.0,52639.0,0,0
1051.0,53177.0,1,0
1051.0,54075.0,1,0
1051.0,54816.0,0,0
1051.0,55311.0,0,0
1051.0,55393.0,1,0
1051.0,56073.0,0,0
1051.0,57471.0,1,0
1051.0,60727.0,0,0
1051.0,61351.0,0,1
1051.0,61852.0,0,0
1051.0,61980.0,0,0
1051.0,61987.0,0,0
1051.0,62065.0,0,0
1051.0,62213.0,0,1
1051.0,62830.0,0,0
1051.0,63230.0,0,0
1051.0,63257.0,0,0
1051.0,63804.0,0,0
1051.0,64052.0,0,0
1051.0,64390.0,0,0
1051.0,64412.0,1,0
1051.0,64465.0,0,0
1051.0,64489.0,0,0
1051.0,64527.0,0,0
1051.0,64737.0,0,0
1051.0,64798.0,1,0
1051.0,69963.0,0,0
1059.0,11602.0,0,0
1059.0,12730.0,1,0
1059.0,17163.0,1,0
1059.0,18325.0,0,0
1059.0,18602.0,1,0
1059.0,18895.0,0,0
1059.0,21374.0,0,0
1059.0,22033.0,0,1
1059.0,23097.0,0,0
1059.0,25945.0,1,0
1059.0,25948.0,0,0
1059.0,25997.0,0,0
1059.0,26441.0,0,0
1059.0,26502.0,1,0
1059.0,26774.0,0,0
1059.0,27308.0,0,0
1059.0,27340.0,0,0
1059.0,27438.0,1,0
1059.0,27468.0,1,0
1059.0,27597.0,0,0
1059.0,27808.0,1,0
1059.0,27946.0,0,0
1059.0,28761.0,0,0
1059.0,34828.0,0,0
1059.0,35494.0,1,0
1059.0,36112.0,1,0
1059.0,36237.0,0,1
1059.0,36414.0,0,0
1059.0,3660.0,1,0
1059.0,36720.0,1,0
1059.0,36924.0,0,0
1059.0,37168.0,0,0
1059.0,37295.0,1,0
1059.0,37508.0,1,0
1059.0,37527.0,0,0
1059.0,3781.0,0,0
1059.0,39528.0,1,0
1059.0,41071.0,0,0
1059.0,43913.0,1,0
1059.0,44153.0,1,0
1059.0,44316.0,1,0
1059.0,44631.0,1,0
1059.0,44718.0,0,0
1059.0,44827.0,1,0
1059.0,45172.0,1,0
1059.0,45445.0,0,0
1059.0,45633.0,0,0
1059.0,45675.0,1,0
1059.0,45773.0,1,0
1059.0,45780.0,1,0
1059.0,45877.0,0,0
1059.0,46089.0,0,0
1059.0,46505.0,1,0
1059.0,46723.0,0,0
1059.0,46976.0,0,0
1059.0,51895.0,1,0
1059.0,51960.0,1,0
1059.0,52071.0,0,0
1059.0,52073.0,1,0
1059.0,52215.0,1,0
1059.0,52477.0,0,1
1059.0,52487.0,0,1
1059.0,52860.0,1,0
1059.0,52984.0,1,0
1059.0,53048.0,1,0
1059.0,53062.0,0,0
1059.0,53064.0,1,0
1059.0,53277.0,0,0
1059.0,53365.0,1,0
1059.0,53649.0,1,0
1059.0,53729.0,0,1
1059.0,53829.0,1,0
1059.0,53836.0,1,0
1059.0,53891.0,0,0
1059.0,54150.0,1,0
1059.0,54334.0,0,0
1059.0,54468.0,0,1
1059.0,54719.0,1,0
1059.0,54830.0,0,0
1059.0,54835.0,0,0
1059.0,54927.0,0,0
1059.0,55014.0,0,0
1059.0,55015.0,0,0
1059.0,55128.0,0,0
1059.0,55135.0,0,0
1059.0,55243.0,0,0
1059.0,55446.0,1,0
1059.0,56459.0,1,0
1059.0,57835.0,0,0
1059.0,60815.0,1,0
1059.0,60981.0,1,0
1059.0,61021.0,0,0
1059.0,61047.0,1,0
1059.0,61054.0,0,0
1059.0,61168.0,1,0
1059.0,61361.0,0,0
1059.0,61399.0,0,0
1059.0,61587.0,0,0
1059.0,61659.0,0,0
1059.0,61690.0,0,0
1059.0,61702.0,0,0
1059.0,61713.0,1,0
1059.0,61772.0,0,0
1059.0,61798.0,0,0
1059.0,61869.0,0,0
1059.0,61870.0,0,0
1059.0,62027.0,0,0
1059.0,62043.0,0,0
1059.0,62073.0,0,0
1059.0,62183.0,0,0
1059.0,62200.0,0,0
1059.0,62408.0,0,0
1059.0,62619.0,0,1
1059.0,62678.0,0,0
1059.0,62763.0,0,0
1059.0,62790.0,0,0
1059.0,63071.0,0,1
1059.0,63089.0,0,1
1059.0,63217.0,0,0
1059.0,63231.0,0,0
1059.0,63426.0,0,0
1059.0,63523.0,0,0
1059.0,63637.0,0,0
1059.0,63695.0,0,1
1059.0,63773.0,0,0
1059.0,63821.0,0,0
1059.0,63835.0,0,0
1059.0,63837.0,0,0
1059.0,63849.0,0,0
1059.0,64063.0,0,0
1059.0,64137.0,0,0
1059.0,64350.0,0,0
1059.0,64490.0,0,0
1059.0,64512.0,0,0
1059.0,72874.0,1,0
1062.0,17967.0,0,0
1062.0,19782.0,0,0
1062.0,21960.0,0,0
1062.0,22608.0,1,0
1062.0,22696.0,1,0
1062.0,26000.0,0,0
1062.0,27576.0,0,0
1062.0,30356.0,0,0
1062.0,35311.0,0,0
1062.0,36923.0,0,0
1062.0,37696.0,0,0
1062.0,37756.0,0,0
1062.0,43679.0,0,0
1062.0,44475.0,0,0
1062.0,45294.0,0,0
1062.0,46593.0,0,0
1062.0,51819.0,0,0
1062.0,52019.0,0,0
1062.0,52442.0,0,0
1062.0,52718.0,0,0
1062.0,52826.0,0,0
1062.0,53615.0,0,0
1062.0,53792.0,0,1
1062.0,53840.0,0,1
1062.0,53940.0,0,0
1062.0,54404.0,0,0
1062.0,54674.0,0,0
1062.0,5474.0,0,0
1062.0,55496.0,0,0
1062.0,69434.0,0,1
1062.0,74282.0,0,1
1065.0,16183.0,1,0
1065.0,17490.0,0,1
1065.0,17519.0,1,0
1065.0,18815.0,1,0
1065.0,19986.0,0,1
1065.0,22112.0,0,1
1065.0,22337.0,0,1
1065.0,22638.0,1,0
1065.0,23997.0,0,0
1065.0,24169.0,1,0
1065.0,25936.0,0,1
1065.0,26126.0,0,1
1065.0,26775.0,1,0
1065.0,27519.0,1,0
1065.0,28190.0,1,0
1065.0,29897.0,1,0
1065.0,31559.0,1,0
1065.0,35254.0,1,0
1065.0,35447.0,1,0
1065.0,35448.0,1,0
1065.0,35684.0,1,0
1065.0,35837.0,1,0
1065.0,36222.0,1,0
1065.0,36253.0,0,1
1065.0,36766.0,1,0
1065.0,36779.0,1,0
1065.0,37620.0,1,0
1065.0,37776.0,1,0
1065.0,44157.0,0,1
1065.0,44258.0,1,0
1065.0,44339.0,1,0
1065.0,44415.0,1,0
1065.0,44704.0,1,0
1065.0,44746.0,1,0
1065.0,45057.0,1,0
1065.0,45495.0,1,0
1065.0,45538.0,1,0
1065.0,46535.0,1,0
1065.0,46796.0,1,0
1065.0,47916.0,1,0
1065.0,47963.0,0,0
1065.0,47980.0,0,1
1065.0,47997.0,1,0
1065.0,48184.0,1,0
1065.0,51847.0,1,0
1065.0,52065.0,1,0
1065.0,52097.0,1,0
1065.0,52098.0,1,0
1065.0,52669.0,1,0
1065.0,52679.0,1,0
1065.0,52912.0,0,0
1065.0,53072.0,1,0
1065.0,53114.0,1,0
1065.0,53139.0,1,0
1065.0,53247.0,1,0
1065.0,53360.0,1,0
1065.0,53444.0,1,0
1065.0,53588.0,1,0
1065.0,53645.0,1,0
1065.0,53678.0,1,0
1065.0,53821.0,1,0
1065.0,53828.0,1,0
1065.0,53880.0,1,0
1065.0,53982.0,1,0
1065.0,53983.0,1,0
1065.0,54163.0,1,0
1065.0,54226.0,1,0
1065.0,54406.0,1,0
1065.0,54552.0,1,0
1065.0,54685.0,0,0
1065.0,54796.0,1,0
1065.0,54934.0,1,0
1065.0,55016.0,1,0
1065.0,56685.0,1,0
1065.0,57743.0,1,0
1065.0,63843.0,1,0
1065.0,72879.0,1,0
1065.0,73694.0,1,0
1065.0,76602.0,1,0
1065.0,77059.0,1,0
1077.0,40608.0,1,0
1077.0,53872.0,1,0
1077.0,55675.0,1,0
1077.0,60685.0,1,0
1077.0,60693.0,1,0
1077.0,60802.0,1,0
1077.0,60831.0,1,0
1077.0,61159.0,1,0
1077.0,61163.0,1,0
1077.0,61171.0,0,0
1077.0,61396.0,1,0
1077.0,61524.0,1,0
1077.0,61558.0,0,1
1077.0,61855.0,1,0
1077.0,62177.0,1,0
1077.0,62454.0,1,0
1077.0,62582.0,1,0
1077.0,62663.0,1,0
1077.0,63672.0,1,0
1077.0,63740.0,1,0
1077.0,64053.0,0,0
1077.0,64404.0,1,0
1077.0,64632.0,1,0
1077.0,65.0,1,0
1077.0,65419.0,0,0
1077.0,76585.0,1,0
1090.0,18815.0,0,0
1090.0,22112.0,0,0
1090.0,22337.0,0,1
1090.0,23997.0,0,0
1090.0,24464.0,1,0
1090.0,25936.0,0,0
1090.0,27165.0,0,0
1090.0,28005.0,0,0
1090.0,31559.0,0,0
1090.0,31626.0,0,1
1090.0,34808.0,0,0
1090.0,35254.0,0,1
1090.0,35447.0,0,0
1090.0,35448.0,0,0
1090.0,36213.0,0,0
1090.0,36222.0,0,0
1090.0,36253.0,0,0
1090.0,36766.0,0,0
1090.0,36779.0,0,0
1090.0,37030.0,0,0
1090.0,37228.0,1,0
1090.0,37681.0,0,0
1090.0,38023.0,0,0
1090.0,40147.0,0,0
1090.0,43477.0,0,0
1090.0,43999.0,0,0
1090.0,44111.0,0,0
1090.0,44339.0,0,1
1090.0,44415.0,0,0
1090.0,44690.0,0,0
1090.0,44704.0,0,0
1090.0,44746.0,0,0
1090.0,45057.0,0,0
1090.0,45495.0,0,0
1090.0,45538.0,0,1
1090.0,45587.0,1,0
1090.0,45593.0,0,1
1090.0,46539.0,0,0
1090.0,46796.0,0,0
1090.0,46864.0,1,0
1090.0,47105.0,0,0
1090.0,47196.0,0,0
1090.0,47824.0,0,0
1090.0,47864.0,0,1
1090.0,47916.0,0,1
1090.0,47938.0,0,1
1090.0,47963.0,0,0
1090.0,47989.0,0,1
1090.0,48000.0,1,0
1090.0,49264.0,0,1
1090.0,53334.0,1,0
1090.0,6147.0,0,0
1108.0,12788.0,0,1
1108.0,18020.0,0,1
1108.0,42986.0,0,0
1108.0,52971.0,1,0
1108.0,61445.0,0,0
1108.0,62542.0,0,0
1108.0,63917.0,0,1
1108.0,64266.0,0,0
1108.0,65124.0,1,0
1108.0,68579.0,0,0
1108.0,68772.0,0,0
1108.0,68867.0,0,0
1108.0,68910.0,1,0
1108.0,68921.0,0,0
1108.0,68951.0,0,1
1108.0,68975.0,1,0
1108.0,69019.0,0,1
1108.0,69222.0,0,1
1108.0,69426.0,0,0
1108.0,69438.0,1,0
1108.0,69628.0,0,0
1108.0,69875.0,1,0
1108.0,69946.0,0,0
1108.0,70274.0,0,1
1108.0,70299.0,0,0
1108.0,71433.0,1,0
1108.0,72113.0,0,1
1108.0,72304.0,0,1
1108.0,72362.0,1,0
1108.0,72507.0,1,0
1108.0,72626.0,1,0
1108.0,72628.0,1,0
1108.0,72756.0,0,1
1108.0,72774.0,1,0
1108.0,73016.0,0,0
1108.0,74032.0,0,1
1108.0,74092.0,1,0
1108.0,75021.0,1,0
1112.0,16902.0,0,0
1112.0,18815.0,0,0
1112.0,22950.0,1,0
1112.0,23429.0,1,0
1112.0,26224.0,1,0
1112.0,27705.0,1,0
1112.0,39655.0,1,0
1112.0,39728.0,1,0
1112.0,40608.0,1,0
1112.0,44145.0,1,0
1112.0,44912.0,0,0
1112.0,45360.0,1,0
1112.0,45538.0,0,0
1112.0,46226.0,1,0
1112.0,46855.0,1,0
1112.0,47782.0,0,0
1112.0,47821.0,1,0
1112.0,4904.0,0,0
1112.0,51941.0,0,0
1112.0,53302.0,0,0
1112.0,53361.0,0,0
1112.0,53754.0,0,0
1112.0,53867.0,0,0
1112.0,53872.0,0,0
1112.0,54770.0,1,0
1112.0,54870.0,0,0
1112.0,55453.0,0,0
1112.0,60633.0,1,0
1112.0,60804.0,0,0
1112.0,60829.0,0,0
1112.0,60922.0,0,0
1112.0,60928.0,0,0
1112.0,60973.0,0,0
1112.0,61193.0,0,0
1112.0,61307.0,0,0
1112.0,61413.0,0,0
1112.0,61420.0,0,1
1112.0,61804.0,0,0
1112.0,61855.0,0,1
1112.0,61893.0,0,0
1112.0,61991.0,0,1
1112.0,62097.0,1,0
1112.0,62189.0,1,0
1112.0,62196.0,0,0
1112.0,62454.0,0,0
1112.0,62496.0,0,0
1112.0,62516.0,1,0
1112.0,62669.0,0,0
1112.0,62688.0,0,0
1112.0,62784.0,1,0
1112.0,62824.0,1,0
1112.0,63076.0,0,0
1112.0,63583.0,0,0
1112.0,63701.0,0,0
1112.0,63740.0,0,1
1112.0,64053.0,0,0
1112.0,64057.0,0,0
1112.0,64143.0,1,0
1112.0,64183.0,1,0
1112.0,64189.0,1,0
1112.0,64351.0,1,0
1112.0,64392.0,0,0
1112.0,64428.0,1,0
1112.0,64449.0,0,0
1112.0,64513.0,1,0
1112.0,64675.0,0,0
1112.0,65192.0,1,0
1112.0,65419.0,0,0
1112.0,69703.0,0,0
1112.0,69718.0,1,0
1112.0,69738.0,1,0
1112.0,69742.0,1,0
1112.0,69743.0,1,0
1112.0,69754.0,1,0
1112.0,69760.0,1,0
1112.0,69761.0,1,0
1112.0,69793.0,0,0
1112.0,69795.0,0,1
1112.0,69797.0,0,1
1112.0,69813.0,0,0
1112.0,69821.0,0,1
1112.0,69826.0,1,0
1112.0,69864.0,1,0
1112.0,69865.0,1,0
1112.0,69881.0,0,0
1112.0,69882.0,1,0
1112.0,69884.0,1,0
1112.0,69901.0,1,0
1112.0,69903.0,0,0
1112.0,69917.0,0,0
1112.0,69923.0,1,0
1112.0,69941.0,0,0
1112.0,69971.0,0,0
1112.0,69977.0,1,0
1112.0,69981.0,1,0
1112.0,69983.0,0,0
1112.0,69984.0,0,0
1112.0,69985.0,0,0
1112.0,69999.0,1,0
1112.0,70009.0,0,0
1112.0,70014.0,0,0
1112.0,70028.0,0,0
1112.0,70063.0,1,0
1112.0,70065.0,0,0
1112.0,70070.0,0,0
1112.0,70071.0,0,0
1112.0,70072.0,0,0
1112.0,70073.0,0,1
1112.0,70076.0,0,0
1112.0,70080.0,0,0
1112.0,70085.0,0,0
1112.0,70089.0,1,0
1112.0,70111.0,0,0
1112.0,70130.0,0,0
1112.0,70132.0,0,0
1112.0,70143.0,0,1
1112.0,70144.0,1,0
1112.0,70151.0,0,0
1112.0,70159.0,0,1
1112.0,70209.0,0,0
1112.0,70222.0,0,1
1112.0,70233.0,1,0
1112.0,70240.0,0,0
1112.0,70242.0,1,0
1112.0,70244.0,1,0
1112.0,70253.0,0,0
1112.0,70257.0,1,0
1112.0,70265.0,1,0
1112.0,70267.0,0,0
1112.0,70268.0,0,1
1112.0,70278.0,0,0
1112.0,70295.0,0,0
1112.0,70303.0,1,0
1112.0,70329.0,0,0
1112.0,70342.0,1,0
1112.0,70359.0,0,1
1112.0,70382.0,1,0
1112.0,70391.0,0,0
1112.0,70448.0,0,1
1112.0,70451.0,1,0
1112.0,70453.0,0,0
1112.0,70455.0,0,0
1112.0,70476.0,1,0
1112.0,70490.0,1,0
1112.0,70499.0,0,1
1112.0,70517.0,0,0
1112.0,70524.0,1,0
1112.0,70568.0,0,1
1112.0,70600.0,1,0
1112.0,70602.0,0,0
1112.0,70625.0,0,0
1112.0,70626.0,0,0
1112.0,70627.0,1,0
1112.0,70665.0,0,0
1112.0,70667.0,0,0
1112.0,70673.0,1,0
1112.0,70697.0,1,0
1112.0,70699.0,0,0
1112.0,70710.0,0,0
1112.0,70722.0,1,0
1112.0,70726.0,0,0
1112.0,70764.0,1,0
1112.0,70811.0,0,0
1112.0,70816.0,0,0
1112.0,70910.0,1,0
1112.0,70919.0,0,0
1112.0,70965.0,0,0
1112.0,70975.0,0,0
1112.0,70978.0,1,0
1112.0,70986.0,1,0
1112.0,70989.0,1,0
1112.0,70993.0,0,0
1112.0,71045.0,0,0
1112.0,71081.0,1,0
1112.0,71107.0,1,0
1112.0,71108.0,0,0
1112.0,71148.0,0,0
1112.0,71158.0,1,0
1112.0,71204.0,1,0
1112.0,71208.0,0,1
1112.0,71232.0,1,0
1112.0,71284.0,0,0
1112.0,71339.0,0,0
1112.0,71342.0,1,0
1112.0,71346.0,1,0
1112.0,71347.0,1,0
1112.0,71374.0,1,0
1112.0,71378.0,0,0
1112.0,71411.0,1,0
1112.0,71448.0,1,0
1112.0,71470.0,1,0
1112.0,71472.0,1,0
1112.0,72100.0,0,0
1112.0,72315.0,1,0
1112.0,72347.0,0,0
1112.0,72408.0,0,0
1112.0,72545.0,0,0
1112.0,75253.0,1,0
1112.0,8310.0,1,0
1115.0,18945.0,1,0
1115.0,29683.0,1,0
1115.0,35630.0,1,0
1115.0,36832.0,1,0
1115.0,37880.0,1,0
1115.0,40495.0,1,0
1115.0,45824.0,1,0
1115.0,46160.0,1,0
1115.0,47675.0,1,0
1115.0,51952.0,1,0
1115.0,52286.0,1,0
1115.0,52399.0,1,0
1115.0,52462.0,1,0
1115.0,53150.0,0,0
1115.0,53181.0,1,0
1115.0,54008.0,1,0
1115.0,54255.0,0,1
1115.0,54651.0,1,0
1115.0,54799.0,1,0
1115.0,55165.0,0,0
1115.0,56411.0,1,0
1115.0,56458.0,1,0
1115.0,60903.0,1,0
1115.0,61542.0,1,0
1115.0,62026.0,1,0
1115.0,62227.0,1,0
1115.0,63484.0,1,0
1115.0,63775.0,1,0
1115.0,63822.0,1,0
1115.0,63831.0,1,0
1115.0,63891.0,1,0
1115.0,63931.0,1,0
1115.0,64068.0,1,0
1115.0,64184.0,1,0
1115.0,64929.0,1,0
1127.0,16902.0,1,0
1127.0,18002.0,1,0
1127.0,23429.0,1,0
1127.0,26224.0,0,1
1127.0,26526.0,0,0
1127.0,35652.0,0,1
1127.0,38218.0,0,0
1127.0,39655.0,0,0
1127.0,44663.0,0,0
1127.0,46226.0,0,0
1127.0,47782.0,0,0
1127.0,47821.0,0,1
1127.0,51927.0,0,1
1127.0,52037.0,0,0
1127.0,55072.0,0,1
1127.0,60804.0,0,0
1127.0,61307.0,0,0
1127.0,61413.0,0,1
1127.0,61830.0,0,0
1127.0,61893.0,0,0
1127.0,61991.0,0,1
1127.0,62496.0,0,0
1127.0,62516.0,0,0
1127.0,64057.0,0,0
1127.0,64183.0,1,0
1127.0,65192.0,1,0
1127.0,69703.0,1,0
1127.0,69718.0,0,0
1127.0,69742.0,0,1
1127.0,69754.0,0,1
1127.0,69864.0,0,0
1127.0,69881.0,1,0
1127.0,69882.0,0,0
1127.0,69901.0,1,0
1127.0,69941.0,0,0
1127.0,69977.0,1,0
1127.0,69981.0,0,0
1127.0,69984.0,0,0
1127.0,70014.0,0,1
1127.0,70065.0,0,0
1127.0,70076.0,1,0
1127.0,70104.0,0,0
1127.0,70111.0,0,1
1127.0,70144.0,0,0
1127.0,70151.0,0,1
1127.0,70209.0,0,1
1127.0,70222.0,0,1
1127.0,70257.0,0,0
1127.0,70267.0,1,0
1127.0,70295.0,0,0
1127.0,70303.0,1,0
1127.0,70329.0,0,0
1127.0,70342.0,0,0
1127.0,70391.0,0,0
1127.0,70448.0,0,0
1127.0,70451.0,0,1
1127.0,70455.0,0,1
1127.0,70499.0,0,0
1127.0,70517.0,1,0
1127.0,70626.0,1,0
1127.0,70673.0,0,0
1127.0,70697.0,0,0
1127.0,70699.0,1,0
1127.0,70710.0,0,1
1127.0,70722.0,0,0
1127.0,70726.0,0,0
1127.0,70811.0,0,0
1127.0,70975.0,0,1
1127.0,70978.0,0,0
1127.0,70989.0,1,0
1127.0,71045.0,0,1
1127.0,71081.0,0,0
1127.0,71107.0,0,0
1127.0,71108.0,0,1
1127.0,71158.0,0,0
1127.0,71208.0,0,0
1127.0,71284.0,0,0
1127.0,71339.0,1,0
1127.0,71374.0,1,0
1127.0,71378.0,0,0
1127.0,71411.0,0,0
1127.0,71470.0,0,0
1127.0,71472.0,0,0
1127.0,72100.0,0,0
1127.0,72315.0,0,0
1127.0,72347.0,1,0
1127.0,72408.0,0,0
1127.0,72545.0,0,0
1127.0,75253.0,0,0
1127.0,77030.0,1,0
1127.0,8310.0,0,1
1133.0,21624.0,0,0
1133.0,22100.0,0,1
1133.0,26745.0,1,0
1133.0,27576.0,0,0
1133.0,27588.0,0,0
1133.0,35214.0,0,0
1133.0,37756.0,0,0
1133.0,45338.0,0,0
1133.0,45851.0,0,0
1133.0,51945.0,1,0
1133.0,52410.0,0,0
1133.0,52460.0,0,0
1133.0,52698.0,0,0
1133.0,53001.0,0,0
1133.0,53398.0,0,0
1133.0,54267.0,0,0
1133.0,54571.0,0,0
1133.0,54653.0,0,0
1133.0,60408.0,0,1
1133.0,60687.0,0,0
1133.0,60730.0,0,0
1133.0,60785.0,0,0
1133.0,61158.0,1,0
1133.0,61169.0,0,0
1133.0,61740.0,0,1
1133.0,62061.0,0,0
1133.0,62118.0,0,0
1133.0,62126.0,0,0
1133.0,62267.0,0,0
1133.0,62578.0,0,0
1133.0,62608.0,0,0
1133.0,63131.0,0,0
1133.0,63290.0,0,0
1133.0,63419.0,0,0
1133.0,63528.0,0,0
1133.0,63601.0,0,0
1133.0,63750.0,0,0
1133.0,63802.0,0,0
1133.0,63935.0,0,0
1133.0,64666.0,0,0
1133.0,73303.0,0,0
