,id,category,sortorder,fullname,shortname,idnumber,summary,summaryformat,format,showgrades,newsitems,startdate,marker,maxbytes,legacyfiles,showreports,visible,visibleold,groupmode,groupmodeforce,defaultgroupingid,lang,calendartype,theme,timecreated,timemodified,requested,enablecompletion,completionnotify,cacherev
0,1.0,0.0,1.0,nombre,Uniovi Virtual,,-,0.0,site,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1401988092.0,1408972380.0,0.0,0.0,0.0,1433333461.0
1,3.0,1.0,13589.0,nombre,"T_1C,A_15473","T_1C,A_15473",-,1.0,topics,1.0,1.0,943916400.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1307370756.0,1315830312.0,0.0,0.0,0.0,1425313993.0
2,4.0,1.0,13588.0,nombre,"T_1C,A_15470","T_1C,A_15470",-,1.0,topics,1.0,1.0,1349215200.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1317028305.0,1349228730.0,0.0,0.0,0.0,1425313993.0
3,5.0,1.0,13587.0,nombre,"T_1C,A_15181","T_1C,A_15181",-,1.0,topics,1.0,1.0,1390345200.0,8.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1307370771.0,1390416178.0,0.0,0.0,0.0,1425313993.0
4,6.0,61.0,310007.0,nombre,"T_S,A_MGENYDIV-1-022","T_S,A_MGENYDIV-1-022",-,1.0,topics,1.0,1.0,1422745200.0,0.0,41943040.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1308566945.0,1422826320.0,0.0,0.0,0.0,1425313993.0
5,7.0,61.0,310006.0,nombre,"T_S,A_MGENYDIV-1-008","T_S,A_MGENYDIV-1-008",-,1.0,topics,1.0,1.0,1412719200.0,0.0,41943040.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1315935181.0,1412794666.0,0.0,0.0,0.0,1428340781.0
6,8.0,61.0,310005.0,nombre,"T_S,A_MGENYDIV-1-012","T_S,A_MGENYDIV-1-012",-,0.0,topics,0.0,5.0,1423004400.0,0.0,41943040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1347461856.0,1423048381.0,0.0,0.0,0.0,1425313993.0
7,9.0,71.0,770326.0,nombre,"T_S,A_IFTERA01-1-002","T_S,A_IFTERA01-1-002",-,1.0,topics,1.0,1.0,943916400.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1308300279.0,1308300279.0,0.0,0.0,0.0,1425313993.0
8,10.0,71.0,770325.0,nombre,"T_S,A_IFTERA01-1-001","T_S,A_IFTERA01-1-001",-,1.0,topics,1.0,1.0,1359586800.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1308300241.0,1359631257.0,0.0,0.0,0.0,1425313993.0
9,11.0,71.0,770324.0,nombre,"T_S,A_ILOGOP01-1-007","T_S,A_ILOGOP01-1-007",-,1.0,topics,1.0,1.0,1390777200.0,0.0,41943040.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,1318843214.0,1390844273.0,0.0,0.0,0.0,1425313993.0
10,12.0,71.0,770323.0,nombre,"T_S,A_ILOGOP01-1-006","T_S,A_ILOGOP01-1-006",-,1.0,topics,1.0,1.0,1360191600.0,4.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1318843220.0,1360268468.0,0.0,0.0,0.0,1425313993.0
11,13.0,71.0,770322.0,nombre,"T_S,A_ILOGOP01-1-003","T_S,A_ILOGOP01-1-003",-,1.0,topics,1.0,1.0,1351551600.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1318843222.0,1351590492.0,0.0,0.0,0.0,1425313993.0
12,14.0,71.0,770321.0,nombre,"T_S,A_ILOGOP01-1-004","T_S,A_ILOGOP01-1-004",-,1.0,topics,1.0,1.0,1361142000.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1318843212.0,1361196198.0,0.0,0.0,0.0,1425313993.0
13,15.0,71.0,770320.0,nombre,"T_S,A_ILOGOP01-1-001","T_S,A_ILOGOP01-1-001",-,1.0,topics,1.0,1.0,1349128800.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1318843218.0,1349166591.0,0.0,0.0,0.0,1425313993.0
14,16.0,71.0,770319.0,nombre,"T_S,A_ILOGOP01-1-005","T_S,A_ILOGOP01-1-005",-,1.0,topics,1.0,1.0,1362265200.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1318843224.0,1362344378.0,0.0,0.0,0.0,1432074900.0
15,17.0,71.0,770318.0,nombre,"T_S,A_ILOGOP01-1-002","T_S,A_ILOGOP01-1-002",-,1.0,topics,1.0,1.0,1353625200.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1318843217.0,1353668835.0,0.0,0.0,0.0,1425313993.0
16,18.0,15.0,390026.0,nombre,"T_S,A_(EMMECATR-1-029,MMECAT02-1-026)","T_S,A_(EMMECATR-1-029,MMECAT02-1-026)",-,1.0,topics,1.0,2.0,1409781600.0,0.0,41943040.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,,,,1308212986.0,1409817018.0,0.0,0.0,0.0,1425313993.0
17,19.0,96.0,270042.0,nombre,"T_S,A_(EMSTEP01-2-009,MCEESP01-2-016)","T_S,A_(EMSTEP01-2-009,MCEESP01-2-016)",-,1.0,topics,1.0,5.0,1412805600.0,0.0,41943040.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,en,,,1342423040.0,1412857604.0,0.0,0.0,0.0,1436559894.0
18,20.0,15.0,390025.0,nombre,"T_S,A_(EMMECATR-2-009,EMMECATR-1-004)","T_S,A_(EMMECATR-2-009,EMMECATR-1-004)",-,1.0,topics,1.0,1.0,943916400.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1308212197.0,1311063780.0,0.0,0.0,0.0,1425313993.0
19,21.0,96.0,270041.0,nombre,"T_S,A_(EMSTEP01-2-018,MCEESP01-2-013)","T_S,A_(EMSTEP01-2-018,MCEESP01-2-013)",-,1.0,topics,1.0,5.0,1410300000.0,0.0,41943040.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,en,,,1342423474.0,1410342475.0,0.0,0.0,0.0,1425313993.0
20,22.0,1.0,13586.0,nombre,"T_1C,A_1926","T_1C,A_1926",-,0.0,topics,1.0,5.0,0.0,0.0,41943040.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1374137250.0,1374137250.0,0.0,0.0,0.0,1425313993.0
21,23.0,1.0,13585.0,nombre,"T_1C,A_1930","T_1C,A_1930",-,1.0,topics,1.0,1.0,943916400.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1307373179.0,1307373179.0,0.0,0.0,0.0,1425313993.0
22,24.0,1.0,13584.0,nombre,"T_1C,A_1984","T_1C,A_1984",-,1.0,topics,1.0,1.0,943916400.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1307373096.0,1307373096.0,0.0,0.0,0.0,1425313993.0
23,25.0,1.0,13583.0,nombre,"T_1C,A_1938","T_1C,A_1938",-,0.0,topics,1.0,5.0,0.0,0.0,41943040.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1374137251.0,1374137251.0,0.0,0.0,0.0,1425313993.0
24,26.0,1.0,13582.0,nombre,"T_1C,A_1943","T_1C,A_1943",-,0.0,topics,1.0,5.0,0.0,0.0,41943040.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1379948795.0,1379948795.0,0.0,0.0,0.0,1425313993.0
25,27.0,1.0,13581.0,nombre,"T_1C,A_1953","T_1C,A_1953",-,1.0,topics,1.0,1.0,943916400.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1307373187.0,1307373187.0,0.0,0.0,0.0,1425313993.0
26,28.0,1.0,13580.0,nombre,"T_1C,A_1909","T_1C,A_1909",-,0.0,topics,1.0,5.0,0.0,0.0,41943040.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1374137190.0,1374137190.0,0.0,0.0,0.0,1425313993.0
27,29.0,1.0,13579.0,nombre,"T_1C,A_1985","T_1C,A_1985",-,1.0,topics,1.0,1.0,943916400.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1316598723.0,1317206040.0,0.0,0.0,0.0,1425313993.0
28,30.0,13.0,200009.0,nombre,"T_S,A_MDIRTU02-0-008","T_S,A_MDIRTU02-0-008",-,1.0,topics,1.0,1.0,1421708400.0,0.0,41943040.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1308553686.0,1421771790.0,0.0,0.0,0.0,1428593241.0
29,31.0,13.0,200008.0,nombre,"T_S,A_MDIRTU02-0-003","T_S,A_MDIRTU02-0-003",-,1.0,topics,1.0,1.0,1411596000.0,0.0,41943040.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1316678791.0,1411658101.0,0.0,0.0,0.0,1425313993.0
30,32.0,13.0,200007.0,nombre,"T_S,A_MDIRTU02-0-005","T_S,A_MDIRTU02-0-005",-,1.0,topics,1.0,1.0,1411336800.0,0.0,41943040.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1315296606.0,1411385393.0,0.0,0.0,0.0,1425313993.0
31,33.0,13.0,200006.0,nombre,"T_S,A_MDIRTU02-0-002","T_S,A_MDIRTU02-0-002",-,0.0,topics,1.0,5.0,1410991200.0,0.0,41943040.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1377773179.0,1411477415.0,0.0,0.0,0.0,1425313993.0
32,34.0,13.0,200005.0,nombre,"T_S,A_MDIRTU02-0-006","T_S,A_MDIRTU02-0-006",-,1.0,topics,1.0,1.0,1411336800.0,0.0,41943040.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1315208238.0,1411386420.0,0.0,0.0,0.0,1425313993.0
33,35.0,13.0,200004.0,nombre,"T_S,A_MDIRTU02-0-007","T_S,A_MDIRTU02-0-007",-,1.0,topics,0.0,5.0,1422226800.0,5.0,41943040.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1316598727.0,1422275356.0,0.0,0.0,0.0,1429193405.0
34,36.0,13.0,200003.0,nombre,"T_S,A_MDIRTU02-0-004","T_S,A_MDIRTU02-0-004",-,1.0,topics,1.0,1.0,1438034400.0,0.0,41943040.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1328535280.0,1438083299.0,0.0,0.0,0.0,1438083299.0
35,37.0,13.0,200002.0,nombre,"T_S,A_MDIRTU02-0-001","T_S,A_MDIRTU02-0-001",-,0.0,topics,1.0,5.0,1411423200.0,0.0,41943040.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1375439283.0,1411484361.0,0.0,0.0,0.0,1425313993.0
36,38.0,38.0,320010.0,nombre,"T_S,A_MHISAN02-1-016","T_S,A_MHISAN02-1-016",-,1.0,topics,1.0,1.0,1361228400.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1316004656.0,1361277669.0,0.0,0.0,0.0,1425313993.0
37,39.0,38.0,320009.0,nombre,"T_S,A_MHISANAS-1-009","T_S,A_MHISANAS-1-009",-,1.0,topics,1.0,1.0,943916400.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1308571489.0,1308571489.0,0.0,0.0,0.0,1425313993.0
38,40.0,38.0,320008.0,nombre,"T_S,A_MHISAN02-1-002","T_S,A_MHISAN02-1-002",-,1.0,topics,1.0,1.0,1409695200.0,0.0,41943040.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1308656480.0,1409732970.0,0.0,0.0,0.0,1425313993.0
39,41.0,38.0,320007.0,nombre,"T_S,A_MHISAN02-1-011","T_S,A_MHISAN02-1-011",-,1.0,topics,1.0,3.0,1424991600.0,0.0,41943040.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1332163997.0,1425072632.0,0.0,0.0,0.0,1425313993.0
40,42.0,38.0,320006.0,nombre,"T_S,A_MHISAN02-1-007","T_S,A_MHISAN02-1-007",-,1.0,topics,1.0,1.0,1422399600.0,0.0,41943040.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1317211212.0,1422460503.0,0.0,0.0,0.0,1428354607.0
41,43.0,38.0,320005.0,nombre,"T_S,A_MHISAN02-1-006","T_S,A_MHISAN02-1-006",-,0.0,topics,1.0,5.0,1422226800.0,0.0,41943040.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1390476853.0,1422313185.0,0.0,0.0,0.0,1425313993.0
42,44.0,38.0,320004.0,nombre,"T_S,A_MHISAN02-1-017","T_S,A_MHISAN02-1-017",-,1.0,topics,1.0,1.0,1409781600.0,0.0,41943040.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1331888784.0,1409816233.0,0.0,0.0,0.0,1428419644.0
43,45.0,38.0,320003.0,nombre,"T_S,A_MHISAN02-1-005","T_S,A_MHISAN02-1-005",-,1.0,topics,1.0,1.0,1422226800.0,0.0,41943040.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1308567065.0,1422280866.0,0.0,0.0,0.0,1425313993.0
44,46.0,38.0,320002.0,nombre,"T_S,A_MHISAN02-1-001","T_S,A_MHISAN02-1-001",-,1.0,topics,1.0,1.0,1413669600.0,8.0,41943040.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1315986160.0,1413701207.0,0.0,0.0,0.0,1425313993.0
45,47.0,71.0,770317.0,nombre,"T_S,A_IGEADP01-1-004","T_S,A_IGEADP01-1-004",-,1.0,topics,1.0,1.0,1404345600.0,0.0,41943040.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,1308300271.0,1404378660.0,0.0,0.0,0.0,1425313993.0
46,48.0,71.0,770316.0,nombre,"T_S,A_IGEADP01-1-006","T_S,A_IGEADP01-1-006",-,1.0,topics,1.0,1.0,1381874400.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1308300238.0,1381909890.0,0.0,0.0,0.0,1425313993.0
47,49.0,71.0,770315.0,nombre,"T_S,A_IGEADP01-1-003","T_S,A_IGEADP01-1-003",-,1.0,topics,1.0,1.0,1350943200.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1308300232.0,1350982489.0,0.0,0.0,0.0,1425313993.0
48,50.0,71.0,770314.0,nombre,"T_S,A_IGEADP01-1-002","T_S,A_IGEADP01-1-002",-,1.0,topics,1.0,1.0,1359068400.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1308300560.0,1359113444.0,0.0,0.0,0.0,1425313993.0
49,51.0,71.0,770313.0,nombre,"T_S,A_IGEADP01-1-001","T_S,A_IGEADP01-1-001",-,1.0,topics,1.0,1.0,943916400.0,1.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1308300218.0,1319762092.0,0.0,0.0,0.0,1425313993.0
50,52.0,71.0,770312.0,nombre,"T_S,A_IGEADP01-1-005","T_S,A_IGEADP01-1-005",-,1.0,topics,1.0,1.0,1360537200.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1308300283.0,1360574746.0,0.0,0.0,0.0,1425313993.0
51,53.0,71.0,770311.0,nombre,"T_S,A_IGEADP01-1-007","T_S,A_IGEADP01-1-007",-,1.0,topics,1.0,1.0,1364252400.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1308300223.0,1364315931.0,0.0,0.0,0.0,1425313993.0
52,54.0,71.0,770310.0,nombre,"T_S,A_IGEADP01-1-009","T_S,A_IGEADP01-1-009",-,1.0,topics,1.0,1.0,1361401200.0,0.0,41943040.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,1308300206.0,1361446914.0,0.0,0.0,0.0,1425313993.0
53,55.0,71.0,770309.0,nombre,"T_S,A_IGEADP01-1-008","T_S,A_IGEADP01-1-008",-,1.0,topics,1.0,1.0,1359586800.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1308300288.0,1359662250.0,0.0,0.0,0.0,1425313993.0
54,57.0,71.0,770308.0,nombre,"T_S,A_IRLYRH01-1-004","T_S,A_IRLYRH01-1-004",-,1.0,topics,1.0,1.0,1392073200.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1308580597.0,1392122015.0,0.0,0.0,0.0,1425313993.0
55,58.0,71.0,770307.0,nombre,"T_S,A_IRLYRH01-1-005","T_S,A_IRLYRH01-1-005",-,1.0,topics,1.0,1.0,1349388000.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,es,,,1308579270.0,1349424980.0,0.0,0.0,0.0,1425313993.0
56,59.0,71.0,770306.0,nombre,"T_S,A_IRLYRH01-1-001","T_S,A_IRLYRH01-1-001",-,1.0,topics,1.0,1.0,1416351600.0,0.0,41943040.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1308579194.0,1416413455.0,0.0,0.0,0.0,1425313993.0
57,60.0,71.0,770305.0,nombre,"T_S,A_IRLYRH01-1-008","T_S,A_IRLYRH01-1-008",-,1.0,topics,1.0,1.0,1349128800.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1308580527.0,1349173456.0,0.0,0.0,0.0,1425313993.0
58,61.0,71.0,770304.0,nombre,"T_S,A_IRLYRH01-1-006","T_S,A_IRLYRH01-1-006",-,1.0,topics,1.0,1.0,1349474400.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1308581515.0,1349509653.0,0.0,0.0,0.0,1425313993.0
59,62.0,71.0,770303.0,nombre,"T_S,A_IRLYRH01-1-003","T_S,A_IRLYRH01-1-003",-,1.0,topics,1.0,1.0,1357858800.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1308581476.0,1357910623.0,0.0,0.0,0.0,1425313993.0
60,63.0,71.0,770302.0,nombre,"T_S,A_IRLYRH01-1-007","T_S,A_IRLYRH01-1-007",-,1.0,topics,1.0,1.0,1349388000.0,7.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1308579578.0,1349435606.0,0.0,0.0,0.0,1425313993.0
61,64.0,71.0,770301.0,nombre,"T_S,A_IRLYRH01-1-009","T_S,A_IRLYRH01-1-009",-,1.0,topics,1.0,1.0,1360537200.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1308653387.0,1360586966.0,0.0,0.0,0.0,1425313993.0
62,65.0,71.0,770300.0,nombre,"T_S,A_IRLYRH01-1-002","T_S,A_IRLYRH01-1-002",-,1.0,topics,1.0,1.0,1360796400.0,0.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1308581508.0,1360843006.0,0.0,0.0,0.0,1425313993.0
63,66.0,66.0,590010.0,nombre,"T_S,A_MORTOD02-1-005","T_S,A_MORTOD02-1-005",-,0.0,topics,1.0,5.0,0.0,0.0,41943040.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1385642107.0,1385642107.0,0.0,0.0,0.0,1425313993.0
64,67.0,66.0,590009.0,nombre,"T_S,A_MORTOD02-1-008","T_S,A_MORTOD02-1-008",-,0.0,topics,1.0,5.0,0.0,0.0,41943040.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1385642246.0,1385642246.0,0.0,0.0,0.0,1425313993.0
65,68.0,66.0,590008.0,nombre,"T_S,A_MORTOD02","T_S,A_MORTOD02",-,0.0,topics,1.0,5.0,0.0,0.0,41943040.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1385641909.0,1385641909.0,0.0,0.0,0.0,1425313993.0
66,69.0,66.0,590007.0,nombre,"T_S,A_MORTOD02-1-001","T_S,A_MORTOD02-1-001",-,0.0,topics,1.0,5.0,0.0,0.0,41943040.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1385642214.0,1385642214.0,0.0,0.0,0.0,1425313993.0
67,70.0,66.0,590006.0,nombre,"T_S,A_MORTOD02-1-009","T_S,A_MORTOD02-1-009",-,0.0,topics,1.0,5.0,0.0,0.0,41943040.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1385642363.0,1385642363.0,0.0,0.0,0.0,1425313993.0
68,71.0,66.0,590005.0,nombre,"T_S,A_MORTOD02-1-003","T_S,A_MORTOD02-1-003",-,0.0,topics,1.0,5.0,0.0,0.0,41943040.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1385642028.0,1385642028.0,0.0,0.0,0.0,1425313993.0
69,72.0,66.0,590004.0,nombre,"T_S,A_MORTOD02-1-007","T_S,A_MORTOD02-1-007",-,0.0,topics,1.0,5.0,0.0,0.0,41943040.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1385642287.0,1385642287.0,0.0,0.0,0.0,1425313993.0
70,73.0,66.0,590003.0,nombre,"T_S,A_MORTOD02-1-002","T_S,A_MORTOD02-1-002",-,0.0,topics,1.0,5.0,0.0,0.0,41943040.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1385642176.0,1385642176.0,0.0,0.0,0.0,1425313993.0
71,74.0,66.0,590002.0,nombre,"T_S,A_MORTOD02-1-004","T_S,A_MORTOD02-1-004",-,0.0,topics,1.0,5.0,0.0,0.0,41943040.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1385642390.0,1385642390.0,0.0,0.0,0.0,1425313993.0
72,75.0,66.0,590001.0,nombre,"T_S,A_MORTOD02-1-006","T_S,A_MORTOD02-1-006",-,0.0,topics,1.0,5.0,0.0,0.0,41943040.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1385642335.0,1385642335.0,0.0,0.0,0.0,1425313993.0
73,76.0,44.0,730002.0,nombre,"T_SP,P_MSOFTC02","T_SP,P_MSOFTC02",-,1.0,topics,1.0,1.0,943916400.0,8.0,41943040.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1308558391.0,1346329312.0,0.0,0.0,0.0,1425313993.0
74,77.0,13.0,200001.0,nombre,"T_SP,P_MDIRTU02","T_SP,P_MDIRTU02",-,1.0,topics,1.0,6.0,1411336800.0,4.0,41943040.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1311928741.0,1411386456.0,0.0,0.0,0.0,1436874666.0
75,78.0,81.0,370027.0,nombre,"T_SP,P_MINFOR01","T_SP,P_MINFOR01",-,1.0,topics,1.0,1.0,1424646000.0,0.0,41943040.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1316598504.0,1424692042.0,0.0,0.0,0.0,1425313993.0
76,80.0,101.0,340018.0,nombre,"T_SP,P_MINAUT01","T_SP,P_MINAUT01",-,0.0,topics,0.0,5.0,1410213600.0,0.0,41943040.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1348824098.0,1410271285.0,0.0,0.0,0.0,1431244589.0
77,81.0,106.0,50056.0,nombre,"T_SP,P_MABOGA01","T_SP,P_MABOGA01",-,0.0,topics,1.0,5.0,1410127200.0,0.0,41943040.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1352709141.0,1410171406.0,0.0,0.0,0.0,1425313993.0
78,82.0,36.0,300071.0,nombre,"T_SP,P_MFORPROF","T_SP,P_MFORPROF",-,1.0,topics,0.0,1.0,1431468000.0,0.0,41943040.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,1308569087.0,1431505403.0,0.0,0.0,0.0,1437631328.0
79,83.0,47.0,240014.0,nombre,"T_SP,P_MELING01","T_SP,P_MELING01",-,0.0,topics,0.0,5.0,1409781600.0,0.0,41943040.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1347872515.0,1409830523.0,0.0,0.0,0.0,1433415071.0
80,84.0,61.0,310004.0,nombre,"T_SP,P_(MGENYDIV,EMGENYDI,EMGEDI02)","T_SP,P_(MGENYDIV,EMGENYDI,EMGEDI02)",-,1.0,topics,1.0,1.0,1410904800.0,9.0,41943040.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1308567113.0,1410960051.0,0.0,0.0,0.0,1429197860.0
81,85.0,85.0,750020.0,nombre,"T_SP,P_MTESIG01","T_SP,P_MTESIG01",-,1.0,topics,1.0,1.0,1413324000.0,0.0,41943040.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,,,,1322736570.0,1413367840.0,0.0,0.0,0.0,1436885554.0
82,86.0,59.0,480026.0,nombre,"T_SP,P_MINTIS02","T_SP,P_MINTIS02",-,1.0,topics,1.0,1.0,1411596000.0,7.0,41943040.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1308569077.0,1411648257.0,0.0,0.0,0.0,1427130132.0
83,87.0,1.0,13578.0,nombre,"T_S,A_GODONT01-1-009","T_S,A_GODONT01-1-009",-,1.0,topics,1.0,1.0,1410472800.0,0.0,41943040.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1308225191.0,1410501858.0,0.0,0.0,0.0,1425313993.0
84,88.0,1.0,13577.0,nombre,"T_S,A_GODONT01-0-004","T_S,A_GODONT01-0-004",-,0.0,topics,1.0,5.0,1425423600.0,0.0,41943040.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1393491985.0,1425472250.0,0.0,0.0,0.0,1432136415.0
85,89.0,1.0,13576.0,nombre,"T_S,A_GODONT01-3-007","T_S,A_GODONT01-3-007",-,0.0,topics,1.0,5.0,1422054000.0,34.0,41943040.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1358156727.0,1422129210.0,0.0,0.0,0.0,1429813715.0
86,90.0,1.0,13575.0,nombre,"T_S,A_GODONT01-1-001","T_S,A_GODONT01-1-001",-,1.0,topics,1.0,1.0,1422054000.0,0.0,41943040.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1308228652.0,1422129423.0,0.0,0.0,0.0,1436776419.0
87,91.0,1.0,13574.0,nombre,"T_S,A_GODONT01-2-008","T_S,A_GODONT01-2-008",-,1.0,topics,1.0,1.0,1422140400.0,0.0,41943040.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1327056028.0,1422180513.0,0.0,0.0,0.0,1426198551.0
88,92.0,1.0,13573.0,nombre,"T_S,A_GODONT01-0-010","T_S,A_GODONT01-0-010",-,1.0,topics,1.0,1.0,1422831600.0,0.0,41943040.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1328095976.0,1422902306.0,0.0,0.0,0.0,1429861150.0
89,93.0,1.0,13572.0,nombre,"T_S,A_GODONT01-1-010","T_S,A_GODONT01-1-010",-,1.0,topics,1.0,1.0,1422486000.0,0.0,41943040.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1308232688.0,1422511502.0,0.0,0.0,0.0,1435161752.0
90,94.0,1.0,13571.0,nombre,"T_S,A_GODONT01-1-008","T_S,A_GODONT01-1-008",-,1.0,topics,1.0,1.0,1410127200.0,0.0,41943040.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,1308225364.0,1410197051.0,0.0,0.0,0.0,1433756902.0
